Id,Product ID,Type,Air temperature K,Process temperature K,Rotational speed rpm,Torque Nm,Tool wear min,Target,Failure Type
128,1081,1,0.402173913,0.358024691,0.243888242,0.478021978,0.490118577,0,1
129,1082,1,0.391304348,0.345679012,0.227590221,0.418956044,0.498023715,0,1
130,1083,1,0.380434783,0.333333333,0.177532014,0.512362637,0.505928854,0,1
131,1084,1,0.380434783,0.333333333,0.331199069,0.328296703,0.513833992,0,1
132,7039,2,0.369565217,0.333333333,0.158905704,0.541208791,0.52173913,0,1
133,7040,2,0.369565217,0.333333333,0.15250291,0.629120879,0.533596838,0,1
134,1085,1,0.380434783,0.333333333,0.116996508,0.675824176,0.545454545,0,1
135,7041,2,0.380434783,0.345679012,0.316065192,0.339285714,0.553359684,0,1
136,14,0,0.369565217,0.345679012,0.146682189,0.575549451,0.565217391,0,1
137,1086,1,0.369565217,0.358024691,0.075087311,0.707417582,0.584980237,0,1
138,15,0,0.380434783,0.358024691,0.163562282,0.626373626,0.592885375,0,1
139,1087,1,0.380434783,0.358024691,0.058207218,0.714285714,0.612648221,0,1
140,1088,1,0.380434783,0.358024691,0.199650757,0.443681319,0.62055336,0,1
141,1089,1,0.369565217,0.345679012,0.218859139,0.431318681,0.628458498,0,1
142,7042,2,0.358695652,0.333333333,0.355064028,0.335164835,0.636363636,0,1
143,16,0,0.358695652,0.333333333,0.13911525,0.641483516,0.648221344,0,1
144,7043,2,0.358695652,0.333333333,0.129802095,0.53021978,0.66798419,0,1
145,1090,1,0.347826087,0.333333333,0.200814901,0.409340659,0.679841897,0,1
146,17,0,0.347826087,0.333333333,0.258440047,0.443681319,0.687747036,0,1
147,1091,1,0.336956522,0.333333333,0.201979045,0.498626374,0.707509881,0,1
148,7044,2,0.326086957,0.320987654,0.122817229,0.607142857,0.71541502,0,1
149,1092,1,0.336956522,0.320987654,0.177532014,0.495879121,0.727272727,0,1
150,1093,1,0.336956522,0.320987654,0.147846333,0.534340659,0.735177866,0,1
151,7045,2,0.336956522,0.308641975,0.171711292,0.464285714,0.743083004,0,1
152,7046,2,0.336956522,0.308641975,0.242142026,0.510989011,0.754940711,0,1
153,1094,1,0.336956522,0.308641975,0.396973225,0.318681319,0.766798419,0,1
154,1095,1,0.336956522,0.308641975,0.209545984,0.445054945,0.774703557,0,1
155,18,0,0.336956522,0.308641975,0.476717113,0.21978022,0.782608696,0,1
156,7047,2,0.336956522,0.296296296,0.190337602,0.57967033,0.802371542,0,1
157,19,0,0.336956522,0.308641975,0.180442375,0.54532967,0.814229249,0,1
158,7048,2,0.336956522,0.308641975,0.192665891,0.497252747,0.833992095,0,1
159,1096,1,0.336956522,0.308641975,0.17636787,0.593406593,0.845849802,0,1
160,1097,1,0.336956522,0.308641975,0.066356228,0.781593407,0.853754941,1,2
161,1098,1,0.326086957,0.296296296,0.142025611,0.666208791,0.861660079,1,2
162,1099,1,0.326086957,0.296296296,0.24330617,0.43543956,0,0,1
163,7049,2,0.336956522,0.308641975,0.174621653,0.549450549,0.007905138,0,1
164,7050,2,0.347826087,0.320987654,0.158323632,0.546703297,0.019762846,0,1
165,1100,1,0.347826087,0.333333333,0.32887078,0.304945055,0.031620553,0,1
166,20,0,0.336956522,0.308641975,0.258440047,0.395604396,0.039525692,0,1
167,21,0,0.336956522,0.320987654,0.168800931,0.537087912,0.059288538,0,1
168,1101,1,0.336956522,0.320987654,0.154249127,0.803571429,0.079051383,1,3
169,1102,1,0.336956522,0.320987654,0.087310827,0.759615385,0.086956522,0,1
170,7051,2,0.336956522,0.308641975,0.257275902,0.428571429,0.09486166,0,1
171,1103,1,0.315217391,0.296296296,0.17112922,0.645604396,0.106719368,0,1
172,7052,2,0.304347826,0.283950617,0.440046566,0.233516484,0.114624506,0,1
173,7053,2,0.315217391,0.283950617,0.246216531,0.410714286,0.126482213,0,1
174,1104,1,0.315217391,0.296296296,0.08032596,0.748626374,0.138339921,0,1
175,1105,1,0.315217391,0.296296296,0.124563446,0.54532967,0.146245059,0,1
176,1106,1,0.315217391,0.296296296,0.26193248,0.424450549,0.154150198,0,1
177,1107,1,0.315217391,0.308641975,0.477299185,0.241758242,0.162055336,0,1
178,1108,1,0.315217391,0.308641975,0.155995343,0.637362637,0.169960474,0,1
179,1109,1,0.315217391,0.320987654,0.079161816,0.631868132,0.177865613,0,1
180,1110,1,0.315217391,0.320987654,0.178696158,0.633241758,0.185770751,0,1
181,22,0,0.315217391,0.320987654,0.381839348,0.28021978,0.193675889,0,1
182,7054,2,0.304347826,0.308641975,0.101280559,0.608516484,0.213438735,0,1
183,1111,1,0.304347826,0.308641975,0.18451688,0.506868132,0.225296443,0,1
184,1112,1,0.315217391,0.308641975,0.290454016,0.368131868,0.233201581,0,1
185,1113,1,0.315217391,0.308641975,0.161816065,0.472527473,0.241106719,0,1
186,1114,1,0.304347826,0.320987654,0.0774156,0.717032967,0.249011858,0,1
187,1115,1,0.315217391,0.333333333,0.122817229,0.539835165,0.256916996,0,1
188,1116,1,0.326086957,0.345679012,0.254947614,0.409340659,0.264822134,0,1
189,7055,2,0.326086957,0.333333333,0.215948778,0.543956044,0.272727273,0,1
190,1117,1,0.315217391,0.333333333,0.179860303,0.633241758,0.28458498,0,1
191,1118,1,0.315217391,0.333333333,0.289871944,0.423076923,0.292490119,0,1
192,23,0,0.315217391,0.333333333,0.133876601,0.659340659,0.300395257,0,1
193,24,0,0.315217391,0.333333333,0.29685681,0.423076923,0.320158103,0,1
194,7056,2,0.315217391,0.345679012,0.878928987,0.09478022,0.339920949,1,3
195,1119,1,0.326086957,0.345679012,0.16589057,0.537087912,0.351778656,0,1
196,25,0,0.326086957,0.358024691,0.153667055,0.627747253,0.359683794,0,1
197,7057,2,0.336956522,0.358024691,0.208963912,0.509615385,0.37944664,0,1
198,1120,1,0.336956522,0.37037037,0.244470314,0.428571429,0.391304348,0,1
199,1121,1,0.336956522,0.358024691,0.154249127,0.59478022,0.399209486,0,1
200,1122,1,0.336956522,0.358024691,0.25669383,0.428571429,0.407114625,0,1
201,1123,1,0.326086957,0.345679012,0.236903376,0.513736264,0.415019763,0,1
202,7058,2,0.336956522,0.345679012,0.272409779,0.438186813,0.422924901,0,1
203,1124,1,0.336956522,0.345679012,0.187427241,0.468406593,0.434782609,0,1
204,1125,1,0.336956522,0.345679012,0.333527357,0.398351648,0.442687747,0,1
205,7059,2,0.347826087,0.358024691,0.102444703,0.675824176,0.450592885,0,1
206,1126,1,0.347826087,0.37037037,0.25669383,0.432692308,0.462450593,0,1
207,7060,2,0.336956522,0.37037037,0.147264261,0.781593407,0.470355731,1,3
208,1127,1,0.336956522,0.358024691,0.246216531,0.451923077,0.482213439,0,1
209,1128,1,0.336956522,0.358024691,0.179860303,0.552197802,0.490118577,0,1
210,1129,1,0.336956522,0.37037037,0.206635623,0.443681319,0.498023715,0,1
211,1130,1,0.347826087,0.37037037,0.236903376,0.413461538,0.505928854,0,1
212,26,0,0.336956522,0.37037037,0.102444703,0.674450549,0.513833992,0,1
213,1131,1,0.336956522,0.37037037,0.126891735,0.56456044,0.533596838,0,1
214,7061,2,0.326086957,0.358024691,0.245052386,0.457417582,0.541501976,0,1
215,1132,1,0.326086957,0.358024691,0.221187427,0.501373626,0.553359684,0,1
216,1133,1,0.326086957,0.358024691,0.192665891,0.473901099,0.561264822,0,1
217,1134,1,0.326086957,0.345679012,0.2887078,0.381868132,0.56916996,0,1
218,1135,1,0.326086957,0.358024691,0.162398137,0.471153846,0.577075099,0,1
219,7062,2,0.326086957,0.345679012,0.154831199,0.582417582,0.584980237,0,1
220,1136,1,0.326086957,0.345679012,0.1443539,0.671703297,0.596837945,0,1
221,27,0,0.336956522,0.345679012,0.383585565,0.281593407,0.604743083,0,1
222,1137,1,0.336956522,0.358024691,0.079161816,0.565934066,0.624505929,0,1
223,1138,1,0.336956522,0.358024691,0.233410943,0.42032967,0.632411067,0,1
224,1139,1,0.326086957,0.358024691,0.242142026,0.350274725,0.640316206,0,1
225,1140,1,0.326086957,0.345679012,0.112922002,0.686813187,0.648221344,0,1
226,1141,1,0.326086957,0.333333333,0.09371362,0.623626374,0.656126482,0,1
227,1142,1,0.326086957,0.345679012,0.215948778,0.443681319,0.664031621,0,1
228,7063,2,0.326086957,0.345679012,0.268335274,0.457417582,0.671936759,0,1
229,1143,1,0.326086957,0.345679012,0.215366705,0.39010989,0.683794466,0,1
230,1144,1,0.326086957,0.358024691,0.233993015,0.425824176,0.691699605,0,1
231,1145,1,0.326086957,0.333333333,0.139697322,0.539835165,0.699604743,0,1
232,1146,1,0.315217391,0.333333333,0.149010477,0.601648352,0.707509881,0,1
233,1147,1,0.315217391,0.333333333,0.200232829,0.427197802,0.71541502,0,1
234,1148,1,0.315217391,0.333333333,0.180442375,0.537087912,0.723320158,0,1
235,7064,2,0.304347826,0.320987654,0.298020955,0.410714286,0.731225296,0,1
236,1149,1,0.304347826,0.320987654,0.190337602,0.479395604,0.743083004,0,1
237,7065,2,0.293478261,0.296296296,0.223515716,0.450549451,0.750988142,0,1
238,1150,1,0.282608696,0.296296296,0.13096624,0.638736264,0.76284585,0,1
239,1151,1,0.293478261,0.308641975,0.257857974,0.368131868,0.770750988,0,1
240,7066,2,0.293478261,0.296296296,0.099534342,0.656593407,0.778656126,0,1
241,1152,1,0.293478261,0.296296296,0.354481956,0.281593407,0.790513834,0,1
242,1153,1,0.293478261,0.308641975,0.104772992,0.755494505,0.798418972,1,2
243,1154,1,0.293478261,0.308641975,0.159487776,0.553571429,0.806324111,0,1
244,7067,2,0.293478261,0.308641975,0.132130384,0.622252747,0.814229249,0,1
245,7068,2,0.282608696,0.296296296,0.267171129,0.379120879,0.826086957,0,1
246,1155,1,0.282608696,0.296296296,0.242724098,0.407967033,0.837944664,0,1
247,1156,1,0.293478261,0.308641975,0.175203725,0.572802198,0.845849802,0,1
248,1157,1,0.293478261,0.320987654,0.112922002,0.728021978,0.853754941,1,2
249,1158,1,0.293478261,0.320987654,0.137951106,0.71978022,0.861660079,1,2
250,1159,1,0.293478261,0.320987654,0.287543655,0.396978022,0,0,1
251,7069,2,0.293478261,0.308641975,0.173457509,0.532967033,0.007905138,0,1
252,1160,1,0.293478261,0.308641975,0.263096624,0.43956044,0.019762846,0,1
253,1161,1,0.293478261,0.308641975,0.110011641,0.60989011,0.027667984,0,1
254,1162,1,0.293478261,0.308641975,0.201396973,0.468406593,0.035573123,0,1
255,1163,1,0.293478261,0.308641975,0.186845169,0.502747253,0.043478261,0,1
256,1164,1,0.304347826,0.320987654,0.094877765,0.813186813,0.051383399,0,1
257,1165,1,0.293478261,0.283950617,0.260186263,0.353021978,0.059288538,0,1
258,1166,1,0.304347826,0.308641975,0.182770664,0.468406593,0.067193676,0,1
259,7070,2,0.304347826,0.308641975,0.146682189,0.825549451,0.075098814,1,3
260,7071,2,0.315217391,0.320987654,0.206053551,0.622252747,0.086956522,0,1
261,1167,1,0.304347826,0.308641975,0.282887078,0.388736264,0.098814229,0,1
262,7072,2,0.304347826,0.308641975,0.330616997,0.315934066,0.106719368,0,1
263,7073,2,0.293478261,0.296296296,0.243888242,0.391483516,0.118577075,0,1
264,1168,1,0.304347826,0.308641975,0.129220023,0.600274725,0.130434783,0,1
265,1169,1,0.293478261,0.296296296,0.166472643,0.457417582,0.138339921,0,1
266,28,0,0.293478261,0.296296296,0.158323632,0.548076923,0.146245059,0,1
267,1170,1,0.282608696,0.283950617,0.457508731,0.237637363,0.166007905,0,1
268,29,0,0.282608696,0.283950617,0.367869616,0.288461538,0.173913043,0,1
269,1171,1,0.293478261,0.283950617,0.207217695,0.456043956,0.193675889,0,1
270,30,0,0.293478261,0.283950617,0.204889406,0.491758242,0.201581028,0,1
271,7074,2,0.304347826,0.296296296,0.165308498,0.508241758,0.221343874,0,1
272,1172,1,0.304347826,0.296296296,0.183934808,0.502747253,0.233201581,0,1
273,1173,1,0.304347826,0.283950617,0.150174622,0.57967033,0.241106719,0,1
274,1174,1,0.304347826,0.283950617,0.281722934,0.339285714,0.249011858,0,1
275,1175,1,0.293478261,0.283950617,0.135622817,0.699175824,0.256916996,0,1
276,7075,2,0.293478261,0.271604938,0.338766007,0.313186813,0.264822134,0,1
277,31,0,0.293478261,0.283950617,0.181024447,0.644230769,0.276679842,0,1
278,7076,2,0.293478261,0.283950617,0.263096624,0.351648352,0.296442688,0,1
279,1176,1,0.293478261,0.296296296,0.378928987,0.269230769,0.308300395,0,1
280,7077,2,0.304347826,0.296296296,0.167636787,0.548076923,0.316205534,0,1
281,1177,1,0.304347826,0.283950617,0.266589057,0.449175824,0.328063241,0,1
282,7078,2,0.304347826,0.296296296,0.129220023,0.631868132,0.335968379,0,1
283,1178,1,0.315217391,0.308641975,0.175203725,0.538461538,0.347826087,0,1
284,1179,1,0.315217391,0.320987654,0.513969732,0.211538462,0.355731225,0,1
285,1180,1,0.315217391,0.320987654,0.232828871,0.442307692,0.363636364,0,1
286,1181,1,0.315217391,0.320987654,0.245052386,0.403846154,0.371541502,0,1
287,1182,1,0.315217391,0.320987654,0.370779977,0.381868132,0.37944664,0,1
288,32,0,0.315217391,0.333333333,0.126309662,0.527472527,0.387351779,0,1
289,1183,1,0.304347826,0.333333333,0.155995343,0.589285714,0.407114625,0,1
290,1184,1,0.304347826,0.333333333,0.157159488,0.574175824,0.415019763,0,1
291,1185,1,0.293478261,0.320987654,0.177532014,0.532967033,0.422924901,0,1
292,1186,1,0.304347826,0.333333333,0.097206054,0.5,0.43083004,0,1
293,33,0,0.304347826,0.345679012,0.130384168,0.563186813,0.438735178,0,1
294,7079,2,0.304347826,0.345679012,0.118742724,0.649725275,0.458498024,0,1
295,7080,2,0.304347826,0.358024691,0.318975553,0.369505495,0.470355731,0,1
296,1187,1,0.293478261,0.345679012,0.132130384,0.582417582,0.482213439,0,1
297,1188,1,0.293478261,0.345679012,0.317229336,0.29532967,0.490118577,0,1
298,34,0,0.282608696,0.345679012,0.559371362,0.20467033,0.498023715,0,1
299,7081,2,0.27173913,0.320987654,0.232246799,0.436813187,0.517786561,0,1
300,1189,1,0.27173913,0.333333333,0.264260768,0.473901099,0.529644269,0,1
301,1190,1,0.260869565,0.333333333,0.332945285,0.320054945,0.537549407,0,1
302,35,0,0.27173913,0.333333333,0.200232829,0.429945055,0.545454545,0,1
303,7082,2,0.27173913,0.333333333,0.181024447,0.54532967,0.565217391,0,1
304,1191,1,0.27173913,0.333333333,0.331199069,0.325549451,0.577075099,0,1
305,1192,1,0.27173913,0.333333333,0.559371362,0.211538462,0.584980237,0,1
306,1193,1,0.27173913,0.333333333,0.119906868,0.59478022,0.592885375,0,1
307,7083,2,0.27173913,0.333333333,0.239231665,0.450549451,0.600790514,0,1
308,1194,1,0.282608696,0.345679012,0.079743888,0.596153846,0.612648221,0,1
309,7084,2,0.282608696,0.345679012,0.163562282,0.508241758,0.62055336,0,1
310,36,0,0.293478261,0.358024691,0.208381839,0.521978022,0.632411067,0,1
311,7085,2,0.293478261,0.358024691,0.16589057,0.553571429,0.652173913,0,1
312,1195,1,0.282608696,0.358024691,0.174621653,0.442307692,0.664031621,0,1
313,1196,1,0.293478261,0.358024691,0.084400466,0.645604396,0.671936759,0,1
314,7086,2,0.282608696,0.345679012,0.076833527,0.675824176,0.679841897,0,1
315,1197,1,0.282608696,0.333333333,0.278230501,0.505494505,0.691699605,0,1
316,1198,1,0.27173913,0.333333333,0.317811409,0.403846154,0.699604743,0,1
317,1199,1,0.27173913,0.333333333,0.300931315,0.337912088,0.707509881,0,1
318,1200,1,0.27173913,0.333333333,0.200232829,0.495879121,0.71541502,0,1
319,1201,1,0.27173913,0.333333333,0.258440047,0.388736264,0.723320158,0,1
320,37,0,0.27173913,0.333333333,0.222351572,0.472527473,0.731225296,0,1
321,1202,1,0.27173913,0.333333333,0.203725262,0.394230769,0.750988142,0,1
322,1203,1,0.27173913,0.345679012,0.16298021,0.497252747,0.758893281,0,1
323,1204,1,0.27173913,0.345679012,0.228754366,0.583791209,0.766798419,0,1
324,7087,2,0.27173913,0.345679012,0.186263097,0.523351648,0.774703557,0,1
325,1205,1,0.27173913,0.345679012,0.309080326,0.32967033,0.786561265,0,1
326,1206,1,0.260869565,0.345679012,0.193830035,0.516483516,0.794466403,0,1
327,1207,1,0.260869565,0.345679012,0.119324796,0.726648352,0.802371542,1,2
328,38,0,0.25,0.333333333,0.311408615,0.379120879,0.81027668,0,1
329,39,0,0.260869565,0.345679012,0.321303842,0.358516484,0.830039526,0,1
330,7088,2,0.25,0.333333333,0.133876601,0.523351648,0.849802372,0,1
331,7089,2,0.25,0.333333333,0.129802095,0.660714286,0.861660079,0,1
332,7090,2,0.25,0.320987654,0.215366705,0.5,0,0,1
333,1208,1,0.239130435,0.308641975,0.278812573,0.377747253,0.011857708,0,1
334,7091,2,0.239130435,0.296296296,0.175203725,0.563186813,0.019762846,0,1
335,1209,1,0.22826087,0.296296296,0.338183935,0.303571429,0.031620553,0,1
336,7092,2,0.25,0.308641975,0.48137369,0.229395604,0.039525692,0,1
337,1210,1,0.25,0.320987654,0.33410943,0.328296703,0.051383399,0,1
338,1211,1,0.239130435,0.308641975,0.22991851,0.472527473,0.059288538,0,1
339,7093,2,0.239130435,0.308641975,0.317229336,0.39010989,0.067193676,0,1
