id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
65,0.076820307,0,0.56,1,0.684210526,1,0.677419355,0.777777778,0.008333333,0.285714286,0.85,0.332142857,0.746328438,1.145073173,0.928571429,0.444444444,0.611111111,1,1,0,3
66,0.57247829,1,0,0,0.578947368,1,0.548387097,0.222222222,0.625,0.428571429,0.7,0.798469388,0.906542056,0.870282242,0.285714286,0.222222222,0.111111111,1,1,0,3
67,0.911823647,0,0.36,0,0,0,0.451612903,0.444444444,0.85,0.285714286,0,0.055102041,0.855140187,1.576624031,0.785714286,0.611111111,0.333333333,0,0,0,3
68,0.49498998,0,0.24,1,0,0,0.129032258,0.555555556,0.708333333,0.142857143,0.05,0.234183673,0.483978638,-0.990550303,0.428571429,0.055555556,0.111111111,1,0,1,0
69,0.444221777,0,0.4,1,0,1,0.661290323,0.777777778,0,0.428571429,0.05,0.104591837,0.068758344,1.723240669,0.142857143,0.055555556,0.277777778,1,1,0,3
70,0.63259853,1,0,1,0.315789474,1,0.693548387,0.777777778,0.483333333,0.857142857,0.55,0.290816327,0.817089453,1.15613858,0.571428571,0.611111111,0,1,1,1,3
71,0.605210421,1,0.76,0,0.052631579,1,0.322580645,0.666666667,0.2,0.428571429,0.2,0.597959184,0.478638184,0.06250756,0.285714286,0.388888889,0.611111111,1,0,1,2
72,0.069472278,0,0.2,0,0.421052632,1,0.112903226,0,0.516666667,0.285714286,0.8,0.081632653,0.351134846,-1.597303432,0.714285714,0.333333333,0.111111111,1,0,0,0
73,0.358717435,0,0.28,0,0.157894737,0,0.661290323,0.666666667,0.508333333,0,0.25,0.002040816,0.09212283,1.461359379,0.428571429,0,0.555555556,1,1,1,3
74,0.197728791,1,0.96,1,0.210526316,0,0.580645161,0.444444444,0.083333333,0.428571429,0.3,0.389285714,0.609479306,-1.414724223,0.285714286,0.111111111,0.222222222,0,1,0,0
75,0.21242485,0,0.04,1,0.421052632,1,0.64516129,0.888888889,0.9,0.714285714,1,0.172959184,0.495327103,-0.286052748,0,0.222222222,0.611111111,1,0,1,1
76,0.409485638,0,0.92,0,0.210526316,1,0.112903226,0.333333333,0.975,0.285714286,0.75,0.530612245,0.3811749,-1.122413065,0.357142857,0.388888889,0.833333333,1,1,0,0
77,0.489645959,1,0.44,1,0.052631579,0,0.5,0.555555556,0.766666667,0,0.15,0.084693878,0.185580774,-0.622625533,0.428571429,0.388888889,0.222222222,0,0,1,0
78,0.466265865,1,0.8,1,0.789473684,1,0.225806452,0.111111111,0.3,0.428571429,1,0.595918367,0.702269693,1.220686785,0.857142857,0.722222222,0.444444444,1,0,1,3
79,0.402137609,0,0.2,1,0.315789474,0,0.435483871,0.666666667,0.258333333,0.714285714,0.4,0.505102041,0.658210948,-0.264844052,0.214285714,0.388888889,0.777777778,0,1,1,1
80,0.726786907,1,0.04,1,0,1,0.903225806,0.888888889,0.041666667,0.857142857,0.35,0.162755102,0.47129506,1.23544066,1,0.555555556,0.222222222,1,1,1,3
81,0.332665331,0,0.96,1,0.578947368,1,1,0.111111111,0.991666667,0.428571429,0.95,0.712755102,0.744993324,0.432276564,0.642857143,0.611111111,0.777777778,1,1,0,2
82,0.674014696,1,0.16,1,0.105263158,0,0.693548387,0.888888889,0.833333333,0.571428571,0.15,0.36122449,0.835781041,1.253883005,0.285714286,0.333333333,0.5,0,1,1,3
83,0.338677355,0,0.12,0,0.578947368,0,0.951612903,1,0.283333333,0.285714286,0.75,0.549489796,0.415220294,-0.106239891,0.357142857,0.166666667,0.5,1,0,0,1
84,0.418169673,1,0.96,1,0.263157895,1,0.887096774,0.777777778,0.691666667,0,0.65,0.473469388,0.366488652,-0.070277319,0.428571429,0.277777778,0.833333333,1,1,1,1
85,0.608550434,1,0.76,0,0.263157895,0,0.370967742,0.777777778,0.133333333,1,0.85,0.263265306,0.930574099,-1.18696127,0.714285714,0.5,0.111111111,0,0,1,1
86,0.664662659,1,0.6,1,0.210526316,0,0.64516129,0.444444444,0.85,0.571428571,0.25,0.048979592,0.160881175,-1.171285277,0.785714286,0,0.277777778,0,1,1,0
87,0.388777555,1,0.96,1,0.052631579,1,1,0.777777778,0.816666667,0.285714286,0.55,0.522959184,0.412550067,1.001222887,0.571428571,0.166666667,0.111111111,1,0,0,3
88,0.111556446,0,0,1,0,0,0.016129032,0,0.625,0.571428571,0.65,0.339795918,0.46929239,0.573360498,0.285714286,0.277777778,0.333333333,1,1,1,2
89,0.539746159,0,0.24,1,0,0,0.5,0.444444444,0.166666667,0.428571429,0.7,0.284183673,0.602136182,0.193448205,0.357142857,0.055555556,0.5,1,0,1,2
90,0.816967268,0,0.6,1,0.105263158,1,0.887096774,0.444444444,0.808333333,0.285714286,0.25,0.818877551,0.950600801,0.643441407,1,0.166666667,0.777777778,1,1,0,3
91,0.985971944,1,0.6,1,0.368421053,1,0.838709677,1,0.758333333,0.857142857,0.9,0.625510204,0.495327103,-0.141280345,0.928571429,0.388888889,0.666666667,1,1,0,2
92,0.256513026,0,0.72,1,0,1,0.209677419,0.333333333,0.191666667,0.857142857,0,0.392346939,0.201602136,-0.658588104,0.785714286,0.555555556,0.166666667,1,1,1,0
93,0.25250501,1,0.8,0,0.578947368,1,0.193548387,0.666666667,0.025,0.714285714,0.75,0.205612245,0.403871829,-1.636954472,0.785714286,0.555555556,0,1,0,1,0
94,0.548430194,0,0.48,1,0.315789474,0,0.080645161,0.777777778,0.5,0.285714286,0.45,0.090306122,0.994659546,-0.651211167,1,0.944444444,0.555555556,0,1,0,1
95,0.424849699,1,0.2,0,0.947368421,0,0.080645161,1,0.966666667,0.285714286,0.95,0.480612245,0.453271028,1.375602478,0.571428571,0.277777778,0.555555556,1,1,1,3
96,0.570474282,0,0.72,0,0.526315789,1,0.338709677,0.111111111,0.433333333,0.571428571,0.8,0.332142857,0.261014686,-1.14731023,1,0.222222222,0.333333333,1,1,0,0
97,0.77755511,1,0,0,0.157894737,1,0.935483871,0.111111111,0.95,0.714285714,0.9,0.802040816,0.790387183,-0.482463716,0.928571429,0.944444444,0.666666667,1,0,0,2
98,0.104208417,0,0.8,0,0,0,0.564516129,0.666666667,0.508333333,0.142857143,0.05,0.242857143,0.307743658,-0.65674387,0.642857143,0.166666667,0.888888889,0,1,0,0
99,0.061456246,0,0,0,0.315789474,0,0.467741935,0.333333333,0.633333333,0.857142857,0.35,0.629081633,0.545393858,-0.398551049,0.071428571,0.111111111,0.277777778,1,0,0,1
100,0.923179693,1,0,0,0.157894737,1,0.129032258,0.222222222,0.55,0.714285714,0.65,0.426530612,0.827102804,0.438731385,0.785714286,0.444444444,1,1,0,0,3
101,0.822311289,1,0.24,0,0.210526316,1,0.161290323,0.777777778,0.325,1,0.45,0.420408163,0.254339119,-0.75264406,0.785714286,0.388888889,0.5,1,0,1,1
102,0.028056112,0,0,0,0,0,0.887096774,0.666666667,0.933333333,0.571428571,0.2,0.199489796,0.323097463,0.266295465,0.857142857,0.777777778,0.722222222,1,0,0,1
103,0.960587842,1,0.92,1,0,1,0.85483871,0.555555556,0.991666667,0.428571429,0.5,0.163265306,0.013351135,-0.993316654,0.642857143,0.555555556,0.888888889,1,1,0,0
104,0.034736139,0,0.76,1,0.052631579,1,0.096774194,0.444444444,0.341666667,0.857142857,0.15,0.165816327,0.26835781,-0.848544251,0.428571429,0.222222222,0.333333333,1,1,1,0
105,0.221108884,0,0.08,1,0.105263158,1,0.596774194,0.666666667,0.191666667,0.428571429,0.15,0.06377551,0.670226969,-0.299884507,0,0.111111111,0.5,1,0,1,1
106,0.7748831,0,0.56,1,0.263157895,0,0.338709677,1,0.766666667,0.571428571,0.5,0.431632653,0.757009346,0.508812293,0.5,0.333333333,0.5,0,1,1,3
107,0.772211089,1,0.76,0,0.157894737,0,0.64516129,0,0.983333333,0.571428571,0.8,0.903061224,0.865153538,0.435965033,0.928571429,0.055555556,0.666666667,1,0,0,3
108,0.423513694,1,0.6,1,0,0,0.709677419,0.222222222,0.025,0,0.2,0.149489796,0.898531375,0.834319671,1,0.944444444,0.388888889,1,1,1,3
109,0.851035404,1,0.4,0,0.157894737,0,0.629032258,0,0.691666667,0,0.35,0.833163265,0.91388518,0.20174726,1,0.722222222,0.666666667,1,1,1,3
110,0.188376754,0,0.52,1,0,1,0.661290323,1,0.216666667,0.285714286,0.2,0.61122449,0.648197597,-0.09978507,0.785714286,0.222222222,0.888888889,1,1,0,1
111,0.07748831,1,0.72,0,0,0,0.483870968,0.444444444,0.991666667,0.857142857,1,0.391836735,0.249666222,0.081872021,0.928571429,0.722222222,0.277777778,0,0,0,1
112,0.244488978,0,0.36,1,0,1,0.032258065,0.666666667,0.458333333,0.714285714,0.05,0.035714286,0.983978638,-1.230300779,0.571428571,0.333333333,0.055555556,1,1,0,0
113,0.540414162,1,0.24,1,0.684210526,0,0.080645161,1,0.95,0.571428571,0.7,0.059693878,0.008678238,0.975403605,0.214285714,0.222222222,0.166666667,1,1,0,2
114,0.870407482,0,0,0,0.473684211,1,0.322580645,0.555555556,0.608333333,0.857142857,0.95,0.590816327,0.496662216,1.242817598,0.285714286,0.055555556,1,1,0,1,3
115,0.934535738,1,0.72,0,0.052631579,1,0.258064516,0.111111111,0.075,0.857142857,0.45,0.538265306,0.775033378,0.688625151,0.5,0.055555556,0.611111111,1,1,1,3
116,0.27254509,1,0.36,0,0,0,0.822580645,0.222222222,0.016666667,1,0,0.323979592,0.315754339,0.980014191,0.5,0.5,0.111111111,1,0,0,2
117,0.389445558,1,0.84,0,0.157894737,1,0.612903226,0.888888889,0.225,0.285714286,0.55,0.164285714,0.180907877,-0.165255393,0.714285714,0.222222222,0.444444444,1,1,0,1
118,0.539078156,0,0.32,1,0.421052632,0,0.709677419,0.888888889,0.991666667,0,0.6,0.140306122,0.326435247,-1.508780179,0,0.166666667,0.388888889,0,1,0,0
119,0.853039412,0,0,0,0,0,0.209677419,0.444444444,0.183333333,0.285714286,0,0.737244898,0.970627503,-0.839323079,0,0,0.666666667,1,0,0,1
120,0.801603206,1,0.44,1,0.157894737,0,0.129032258,0.222222222,0.95,1,0.35,0.280612245,0.55941255,0.43688715,0.5,0.5,0.222222222,0,1,0,2
121,0.181028724,1,0.76,1,0.052631579,1,0.129032258,0.444444444,0,0.428571429,0.1,0.633673469,0.809078772,1.030730638,0.928571429,0.611111111,0.111111111,1,1,0,3
122,0.216432866,1,0,1,0.368421053,0,0.806451613,0.888888889,0.416666667,0.285714286,0.5,0.304591837,0.242323097,1.299988866,0.357142857,0.222222222,0.222222222,0,1,0,3
123,0.586506346,0,0.24,0,0.263157895,1,0.548387097,0.777777778,1,0.142857143,0.35,0.274489796,0.584779706,1.200400206,0,0.222222222,0.833333333,1,1,1,3
124,0.444221777,0,0.6,0,0.157894737,1,0.370967742,0.777777778,0.983333333,0.571428571,0.2,0.030102041,0.46929239,0.335454256,0.571428571,0.277777778,0.722222222,1,0,0,2
125,0.773547094,0,0.92,0,0.263157895,0,0.225806452,0.555555556,0.075,0,1,0.417857143,0.26835781,1.042718162,1,0.777777778,0.388888889,0,0,1,3
126,0.217100868,1,0.76,1,0,1,0.903225806,0.222222222,0.066666667,0.428571429,0.05,0.091326531,0.190921228,0.681248213,0.285714286,0.166666667,0.888888889,1,0,1,2
127,0.71008684,0,0.72,0,0.210526316,1,0.370967742,0.444444444,0.908333333,0.714285714,0.85,0.642346939,0.977970628,-0.579286024,0.071428571,0.222222222,0.277777778,1,1,1,1
128,0.97261189,0,0.16,1,0.578947368,0,0.467741935,0.555555556,0.841666667,0.285714286,0.8,0.202040816,0.822429907,1.546194163,0.5,0,0.277777778,1,0,1,3
129,0.714762859,0,0.36,0,0,1,0.274193548,0,0.166666667,0.714285714,0.05,0.36377551,0.599465955,-1.344643314,0.5,0.555555556,0.611111111,1,1,0,0
130,0.60988644,0,0.6,1,0.105263158,0,0.838709677,0.777777778,0.158333333,0.857142857,0.15,0.133673469,0.219626168,1.544349928,0.857142857,0.388888889,0.277777778,1,0,1,3
131,0.861055444,0,0.8,1,0.473684211,0,0,0,0.866666667,0,0.7,0.317346939,0.194926569,-0.699161262,0.142857143,0,1,1,1,1,1
132,0.096192385,0,0,0,0.052631579,0,0.629032258,1,0.975,0.857142857,0.5,0.166836735,0.053404539,0.772537817,0.5,0.5,0.111111111,1,1,1,2
133,0.111556446,0,0.96,1,0.368421053,0,0.451612903,0.111111111,0.958333333,1,0.6,0.266326531,0.371161549,0.253385824,0.357142857,0.277777778,0.277777778,1,1,1,1
134,0.768871075,1,0.24,1,0.052631579,0,0.548387097,0.666666667,0.075,0.428571429,0.25,0.159693878,0.510013351,0.197136674,0.5,0.444444444,1,0,0,0,2
135,0.475617902,1,0,0,0,0,0.225806452,0.444444444,0.233333333,0.571428571,0,0.115306122,0.499332443,0.530943106,0.5,0.166666667,0.388888889,0,0,1,2
136,0.51503006,1,0.8,1,0,0,0.322580645,0.888888889,0.441666667,0.714285714,0.4,0.308673469,0.112817089,0.1021586,1,0.222222222,0.111111111,1,0,0,1
137,0.243820975,0,0,1,0.263157895,1,0.709677419,0.444444444,0.825,1,0.35,0.353061224,0.791722296,1.568324976,0.5,0.611111111,0,1,1,1,3
138,0.023380094,0,0.76,1,0.631578947,1,0.016129032,0.222222222,0.85,0.857142857,0.7,0.707142857,0.693591455,-1.696892091,0.5,0.5,0.111111111,1,1,0,0
139,0.014696059,0,0.84,1,0.052631579,0,0.193548387,0,0.625,1,0.1,0.155102041,0.361815754,-0.642912112,0.285714286,0.055555556,0.388888889,0,1,0,0
140,0.836339345,0,0,1,0,1,0.467741935,0,0.45,0,0.9,0.81122449,0.951935915,-0.737890185,0.857142857,0,0.833333333,1,0,1,2
141,0.478957916,0,0.52,1,0.052631579,1,0.193548387,0.444444444,0.558333333,0.285714286,0.2,0.116836735,0.077436582,-1.591770728,0.857142857,0,0.166666667,1,0,0,0
142,0.692050768,1,0.8,0,0.210526316,1,0.661290323,0.222222222,0.475,0,0.25,0.428061224,0.421228304,1.439228566,0.928571429,0.944444444,0.833333333,1,1,1,3
143,0.190380762,0,0.68,1,0,0,0.5,0.444444444,0.508333333,0.857142857,0.3,0.258673469,0.799065421,0.245086769,0.5,0.611111111,0.166666667,1,0,1,2
144,0.786239145,0,0.64,0,0.157894737,1,1,0.888888889,0.45,0.285714286,0.55,0.22244898,0.024032043,-1.702424794,1,0,0.444444444,1,1,0,0
145,0.877087508,0,0.36,1,0.052631579,1,0.112903226,0.333333333,0.508333333,0.142857143,0.1,0.385714286,0.190921228,1.320275444,0.928571429,0.666666667,0.777777778,1,0,0,3
146,0.400801603,0,0.52,0,0,0,0.467741935,0.111111111,0.566666667,0.142857143,0.35,0.19744898,0.513351135,0.066196029,0.5,0.333333333,0.944444444,0,1,1,1
147,0.641282565,0,0.76,1,0.157894737,1,0.612903226,0.444444444,0.508333333,0.857142857,0.2,0.645408163,0.53271028,1.544349928,0.785714286,0.055555556,0.111111111,1,0,0,3
148,0.47762191,0,1,0,0.210526316,0,0.725806452,0.333333333,0.991666667,0.285714286,0.35,0.944897959,0.979305741,0.132588468,0.571428571,0.277777778,0.111111111,0,1,1,2
149,0.003340013,0,0.44,0,0.315789474,1,0.629032258,0.777777778,0.658333333,0,0.35,0.446428571,0.35046729,0.775304169,0.571428571,0.555555556,0.722222222,1,0,0,2
150,0.228456914,1,0,0,0.052631579,1,0.870967742,0,0.558333333,0.571428571,0.85,0.071428571,0.200267023,0.199903025,0.357142857,0.055555556,1,1,1,1,1
151,0.160988644,0,0.68,1,0.210526316,0,0.870967742,0.111111111,0.916666667,0.857142857,0.7,0.294387755,0.573431242,1.321197562,0.785714286,0.611111111,0.555555556,0,1,1,3
